,limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
1141,15055,Si,2.Universidad,Casado/a,32,14818.0343,914.4407,0,0.9842599999999999,30-40
1142,30110,No,1.Colegio,Soltero/a,52,22055.2739,837.3591,0,0.73249,50+
1143,165605,No,3.Pos-graduacion,Soltero/a,31,11714.8977,607.6198,0,0.07074,30-40
1144,135495,Si,2.Universidad,Soltero/a,36,1911.985,1911.985,0,0.01411111111111111,30-40
1145,24088,Si,2.Universidad,Casado/a,50,778.9457,778.9457,0,0.0323375,40-50
1146,15055,Si,1.Colegio,Casado/a,48,1802.6857,602.2,0,0.11974,40-50
1147,54198,No,2.Universidad,Casado/a,44,21075.1934,2408.8,0,0.38885555555555557,40-50
1148,72264,No,3.Pos-graduacion,Soltero/a,35,3262.4185,3262.4185,0,0.045145833333333336,30-40
1149,144528,Si,2.Universidad,Casado/a,35,3321.4341,0.0,1,0.022981249999999998,30-40
1150,45165,Si,2.Universidad,Casado/a,37,239.0734,0.0,1,0.005293333333333333,30-40
1151,33121,Si,3.Pos-graduacion,Soltero/a,29,32953.2873,2362.1295,0,0.9949363636363637,20-30
1152,72264,No,3.Pos-graduacion,Soltero/a,30,2193.2124,2193.2124,0,0.03035,20-30
1153,15055,No,3.Pos-graduacion,Soltero/a,33,14896.6214,726.2532,0,0.98948,30-40
1154,36132,No,2.Universidad,Soltero/a,27,743.4159,743.4159,0,0.020575,20-30
1155,75275,Si,2.Universidad,Soltero/a,26,3130.5367,602.2,0,0.041588,20-30
1156,48176,No,3.Pos-graduacion,Casado/a,51,23317.4851,0.0,1,0.48400625,50+
1157,81297,Si,3.Pos-graduacion,Casado/a,37,79.4904,79.4904,0,0.0009777777777777777,30-40
1158,117429,Si,2.Universidad,Soltero/a,42,12648.0066,12648.0066,0,0.10770769230769231,40-50
1159,63231,Si,2.Universidad,Casado/a,43,24790.1652,1204.4,0,0.3920571428571428,40-50
1160,9033,Si,2.Universidad,Soltero/a,23,7871.6573,903.9022,0,0.8714333333333333,20-30
1161,90330,Si,1.Colegio,Casado/a,30,4527.0385,4527.0385,0,0.050116666666666664,20-30
1162,57209,Si,1.Colegio,Casado/a,38,31041.9045,4516.5,0,0.5426052631578947,30-40
1163,39143,Si,3.Pos-graduacion,Casado/a,35,96.6531,96.6531,0,0.002469230769230769,30-40
1164,108396,No,2.Universidad,Casado/a,44,41722.2226,1505.5,0,0.38490555555555556,40-50
1165,96352,No,3.Pos-graduacion,Casado/a,35,781.0534,781.0534,0,0.00810625,30-40
1166,57209,Si,2.Universidad,Soltero/a,25,31766.05,2593.6754,0,0.5552631578947368,20-30
1167,27099,Si,2.Universidad,Soltero/a,33,538.3668,301.1,0,0.019866666666666668,30-40
1168,9033,Si,3.Pos-graduacion,Soltero/a,26,242.9877,242.9877,0,0.0269,20-30
1169,12044,Si,3.Pos-graduacion,Soltero/a,26,4096.1644,451.65,0,0.34009999999999996,20-30
1170,51187,No,2.Universidad,Soltero/a,36,624.4814,624.4814,0,0.0122,30-40
1171,54198,No,3.Pos-graduacion,Soltero/a,37,9539.1491,3011.0,0,0.17600555555555555,30-40
1172,6022,No,1.Colegio,Casado/a,63,5103.9461,421.54,0,0.84755,50+
1173,45165,Si,1.Colegio,Casado/a,48,12307.1614,1204.4,0,0.27249333333333337,40-50
1174,15055,Si,2.Universidad,Casado/a,47,13588.0408,709.0905,0,0.90256,40-50
1175,42154,Si,1.Colegio,Casado/a,31,27878.2468,1505.5,0,0.6613428571428571,30-40
1176,15055,No,1.Colegio,Soltero/a,31,10131.4128,471.5226,0,0.67296,30-40
1177,60220,No,3.Pos-graduacion,Soltero/a,34,23012.7719,3011.0,0,0.382145,30-40
1178,30110,Si,3.Pos-graduacion,Casado/a,43,6916.5681,6916.5681,0,0.22971000000000003,40-50
1179,75275,Si,3.Pos-graduacion,Soltero/a,32,9060.099,613.6418,0,0.12036000000000001,30-40
1180,24088,Si,3.Pos-graduacion,Soltero/a,38,134.2906,134.2906,0,0.005575,30-40
1181,24088,No,1.Colegio,Soltero/a,29,14356.448,629.6001,0,0.596,20-30
1182,15055,No,2.Universidad,Casado/a,49,14979.4239,903.3,0,0.99498,40-50
1183,9033,Si,1.Colegio,Soltero/a,40,6931.322,0.0,1,0.7673333333333333,30-40
1184,9033,Si,1.Colegio,Casado/a,47,1546.7507,1546.7507,0,0.17123333333333335,40-50
1185,60220,No,3.Pos-graduacion,Casado/a,34,186.0798,186.0798,0,0.0030900000000000003,30-40
1186,6022,No,2.Universidad,Soltero/a,44,5403.8417,414.0125,0,0.89735,40-50
1187,15055,No,1.Colegio,Casado/a,72,10975.9983,574.4988,0,0.7290599999999999,50+
1188,15055,No,2.Universidad,Casado/a,48,12312.5812,566.068,0,0.81784,40-50
1189,15055,Si,3.Pos-graduacion,Soltero/a,27,10816.1142,0.0,1,0.71844,20-30
1190,66242,No,2.Universidad,Casado/a,44,54305.4927,2107.7,0,0.8198045454545455,40-50
1191,15055,No,3.Pos-graduacion,Casado/a,40,10872.721,662.42,0,0.7222,30-40
1192,51187,No,3.Pos-graduacion,Soltero/a,26,455.2632,455.2632,0,0.008894117647058823,20-30
1193,30110,Si,1.Colegio,Casado/a,31,516.6876,516.6876,0,0.017159999999999998,30-40
1194,45165,Si,3.Pos-graduacion,Soltero/a,29,25188.2194,2258.25,0,0.5576933333333334,20-30
1195,15055,No,3.Pos-graduacion,Soltero/a,28,12305.957,602.2,0,0.8174,20-30
1196,6022,Si,1.Colegio,Soltero/a,22,1803.8901,337.5331,0,0.29955000000000004,20-30
1197,9033,Si,2.Universidad,Casado/a,39,67.1453,67.1453,0,0.007433333333333334,30-40
1198,27099,Si,3.Pos-graduacion,Soltero/a,27,1910.7806,1910.7806,0,0.07051111111111111,20-30
1199,84308,No,3.Pos-graduacion,Casado/a,40,661.2156,661.2156,0,0.007842857142857143,30-40
1200,27099,Si,2.Universidad,Casado/a,36,15117.0266,602.2,0,0.5578444444444444,30-40
1201,60220,No,2.Universidad,Casado/a,42,10787.5097,13.2484,0,0.17913500000000002,40-50
1202,6022,No,1.Colegio,Soltero/a,40,4674.8786,934.3133,0,0.7763,30-40
1203,15055,No,2.Universidad,Casado/a,51,14852.0586,914.1396,0,0.9865200000000001,50+
1204,132484,No,3.Pos-graduacion,Casado/a,37,2519.9059,2519.9059,0,0.019020454545454545,30-40
1205,90330,No,3.Pos-graduacion,Soltero/a,31,1626.2411,1626.2411,0,0.018003333333333333,30-40
1206,87319,Si,3.Pos-graduacion,Casado/a,50,38765.7217,2107.7,0,0.4439551724137931,40-50
1207,15055,Si,2.Universidad,Soltero/a,24,8970.3712,451.65,0,0.5958399999999999,20-30
1208,45165,Si,2.Universidad,Soltero/a,29,1422.3964,367.9442,0,0.03149333333333334,20-30
1209,36132,Si,2.Universidad,Soltero/a,30,5290.6281,408.8938,0,0.146425,20-30
1210,69253,Si,3.Pos-graduacion,Casado/a,61,434.4873,434.4873,0,0.006273913043478261,50+
1211,54198,Si,2.Universidad,Casado/a,28,37822.0743,1595.83,0,0.69785,20-30
1212,6022,No,2.Universidad,Soltero/a,23,5376.1405,647.365,0,0.89275,20-30
1213,87319,Si,3.Pos-graduacion,Soltero/a,24,4543.599,4543.599,0,0.052034482758620694,20-30
1214,45165,Si,3.Pos-graduacion,Soltero/a,27,183.671,183.671,0,0.004066666666666666,20-30
1215,57209,Si,2.Universidad,Soltero/a,53,40105.9178,1896.93,0,0.7010421052631579,50+
1216,75275,No,1.Colegio,Casado/a,47,560.9493,560.9493,0,0.007452,40-50
1217,54198,Si,1.Colegio,Casado/a,45,119.2356,119.2356,0,0.0022,40-50
1218,24088,No,3.Pos-graduacion,Soltero/a,25,378.4827,378.4827,0,0.0157125,20-30
1219,90330,No,3.Pos-graduacion,Soltero/a,31,871.3834,871.3834,0,0.009646666666666668,30-40
1220,15055,Si,1.Colegio,Casado/a,51,6593.7889,632.31,0,0.43798,50+
1221,21077,Si,3.Pos-graduacion,Casado/a,40,12200.2709,480.8567,0,0.5788428571428571,30-40
1222,45165,Si,3.Pos-graduacion,Soltero/a,30,13158.07,3011.0,0,0.29133333333333333,20-30
1223,6022,No,1.Colegio,Soltero/a,32,1807.2022,722.64,0,0.3001,30-40
1224,69253,No,3.Pos-graduacion,Soltero/a,35,36078.7053,1746.38,0,0.5209695652173914,30-40
1225,93341,Si,2.Universidad,Casado/a,29,23404.503,1204.4,0,0.25074193548387097,20-30
1226,69253,Si,3.Pos-graduacion,Soltero/a,36,92.1366,92.1366,0,0.0013304347826086956,30-40
1227,60220,Si,3.Pos-graduacion,Casado/a,40,2428.0704,2428.0704,0,0.04032,30-40
1228,30110,Si,3.Pos-graduacion,Soltero/a,30,9907.0933,1505.5,0,0.32903,20-30
1229,54198,No,1.Colegio,Casado/a,33,46983.0418,0.0,1,0.8668777777777777,30-40
1230,117429,Si,3.Pos-graduacion,Casado/a,38,50434.5511,2709.9,0,0.42948974358974357,30-40
1231,15055,Si,2.Universidad,Casado/a,26,13104.4742,692.53,0,0.87044,20-30
1232,51187,No,3.Pos-graduacion,Soltero/a,37,404.3773,404.3773,0,0.007899999999999999,30-40
1233,75275,Si,2.Universidad,Casado/a,45,11289.4434,752.75,0,0.149976,40-50
1234,15055,Si,1.Colegio,Casado/a,40,14449.789,0.0,1,0.9598000000000001,30-40
1235,75275,Si,3.Pos-graduacion,Soltero/a,36,40286.8789,1505.5,0,0.535196,30-40
1236,27099,No,3.Pos-graduacion,Soltero/a,27,17432.7867,843.08,0,0.6433,20-30
1237,108396,No,2.Universidad,Soltero/a,29,35977.5357,6035.8506,0,0.33190833333333336,20-30
1238,99363,Si,3.Pos-graduacion,Soltero/a,26,11539.0553,666.3343,0,0.11613030303030303,20-30
1239,18066,Si,2.Universidad,Casado/a,42,15302.2031,0.0,1,0.8470166666666668,40-50
1240,3011,Si,1.Colegio,Soltero/a,42,1705.7315,383.9025,0,0.5665,40-50
1241,21077,No,2.Universidad,Casado/a,41,10815.8131,602.2,0,0.5131571428571429,40-50
1242,39143,Si,1.Colegio,Casado/a,33,37722.7113,1535.61,0,0.9637153846153846,30-40
1243,39143,No,3.Pos-graduacion,Soltero/a,27,21702.9869,613.9429,0,0.5544538461538462,20-30
1244,24088,Si,2.Universidad,Soltero/a,29,22733.05,801.2271,0,0.94375,20-30
1245,114418,No,3.Pos-graduacion,Soltero/a,41,107704.3733,8551.24,0,0.9413236842105264,40-50
1246,6022,Si,2.Universidad,Soltero/a,23,5244.2587,370.353,0,0.87085,20-30
1247,27099,No,3.Pos-graduacion,Soltero/a,32,447.1335,447.1335,0,0.0165,30-40
1248,48176,No,2.Universidad,Soltero/a,29,2016.1656,2016.1656,0,0.04185,20-30
1249,75275,Si,2.Universidad,Casado/a,31,12965.6671,1204.4,0,0.172244,30-40
1250,36132,Si,3.Pos-graduacion,Soltero/a,27,24327.3745,903.3,0,0.6732916666666667,20-30
1251,78286,Si,2.Universidad,Casado/a,40,77900.592,6024.4088,0,0.9950769230769231,30-40
1252,3011,No,2.Universidad,Soltero/a,38,316.155,0.0,1,0.105,30-40
1253,18066,Si,2.Universidad,Casado/a,29,16413.2621,7380.2621,0,0.9085166666666666,20-30
1254,15055,No,2.Universidad,Soltero/a,27,5658.8734,394.7421,0,0.37588000000000005,20-30
1255,39143,No,1.Colegio,Casado/a,34,1784.6197,397.7531,0,0.04559230769230769,30-40
1256,39143,No,3.Pos-graduacion,Soltero/a,34,9204.3259,602.8022,0,0.23514615384615384,30-40
1257,24088,Si,2.Universidad,Casado/a,36,6348.3924,407.0872,0,0.26355,30-40
1258,87319,Si,3.Pos-graduacion,Casado/a,33,564.5625,0.0,1,0.00646551724137931,30-40
1259,150550,No,3.Pos-graduacion,Soltero/a,33,620.8682,620.8682,0,0.004124,30-40
1260,39143,Si,3.Pos-graduacion,Soltero/a,26,6367.0606,0.0,1,0.16266153846153847,20-30
1261,9033,Si,3.Pos-graduacion,Soltero/a,27,7395.9193,451.65,0,0.8187666666666666,20-30
1262,6022,Si,3.Pos-graduacion,Soltero/a,24,2600.6007,301.1,0,0.43185,20-30
1263,21077,Si,2.Universidad,Soltero/a,26,2481.3651,602.2,0,0.11772857142857143,20-30
1264,60220,No,3.Pos-graduacion,Soltero/a,27,1092.993,1092.993,0,0.01815,20-30
1265,15055,Si,2.Universidad,Casado/a,46,432.3796,432.3796,0,0.02872,40-50
1266,108396,No,2.Universidad,Casado/a,56,368.5464,368.5464,0,0.0034000000000000002,50+
1267,15055,Si,1.Colegio,Casado/a,56,10526.7571,724.7477,0,0.6992200000000001,50+
1268,15055,No,2.Universidad,Soltero/a,25,2084.2142,0.0,1,0.13843999999999998,20-30
1269,24088,Si,2.Universidad,Casado/a,37,5086.4823,662.42,0,0.21116249999999998,30-40
1270,99363,Si,3.Pos-graduacion,Casado/a,47,4212.389,4212.389,0,0.042393939393939394,40-50
1271,15055,No,2.Universidad,Soltero/a,26,8677.702,602.2,0,0.5763999999999999,20-30
1272,24088,No,1.Colegio,Casado/a,48,21163.4157,1107.7469,0,0.8785875000000001,40-50
1273,9033,Si,1.Colegio,Casado/a,48,8140.2385,602.2,0,0.9011666666666667,40-50
1274,48176,No,2.Universidad,Casado/a,28,20163.1615,1763.2416,0,0.41853124999999997,20-30
1275,24088,Si,3.Pos-graduacion,Soltero/a,22,3462.9511,3462.9511,0,0.14376250000000002,20-30
1276,120440,No,2.Universidad,Casado/a,34,17098.8668,1806.6,0,0.14196999999999999,30-40
1277,66242,No,2.Universidad,Casado/a,60,481.1578,481.1578,0,0.007263636363636364,50+
1278,12044,Si,2.Universidad,Casado/a,25,7324.5586,1023.74,0,0.6081500000000001,20-30
1279,84308,Si,2.Universidad,Soltero/a,27,46306.4701,3034.1847,0,0.5492535714285715,20-30
1280,33121,No,2.Universidad,Soltero/a,26,31190.0457,2717.7286,0,0.9417,20-30
1281,54198,Si,3.Pos-graduacion,Casado/a,44,1700.0106,1700.0106,0,0.03136666666666667,40-50
1282,60220,Si,3.Pos-graduacion,Soltero/a,26,4816.3956,452.2522,0,0.07998,20-30
1283,117429,Si,3.Pos-graduacion,Soltero/a,33,24050.3625,1053.85,0,0.2048076923076923,30-40
1284,120440,Si,3.Pos-graduacion,Soltero/a,29,1811.4176,319.166,0,0.01504,20-30
1285,36132,Si,1.Colegio,Soltero/a,37,486.5776,486.5776,0,0.013466666666666667,30-40
1286,84308,No,2.Universidad,Casado/a,33,59032.1605,2602.7084,0,0.7001964285714285,30-40
1287,69253,Si,3.Pos-graduacion,Soltero/a,27,32475.7427,1302.5586,0,0.4689434782608696,20-30
1288,84308,Si,3.Pos-graduacion,Casado/a,36,10160.9206,10160.9206,0,0.12052142857142857,30-40
1289,48176,Si,2.Universidad,Casado/a,35,352.8892,352.8892,0,0.007325,30-40
1290,36132,No,1.Colegio,Casado/a,47,202.0381,202.0381,0,0.005591666666666667,40-50
1291,90330,Si,1.Colegio,Casado/a,31,99.6641,99.6641,0,0.0011033333333333333,30-40
1292,6022,Si,3.Pos-graduacion,Soltero/a,31,79.4904,79.4904,0,0.013199999999999998,30-40
1293,135495,No,3.Pos-graduacion,Soltero/a,31,1092.6919,1092.6919,0,0.008064444444444445,30-40
1294,75275,No,2.Universidad,Casado/a,30,8721.3615,8721.3615,0,0.11586000000000002,20-30
1295,45165,Si,2.Universidad,Soltero/a,27,7381.4665,518.7953,0,0.16343333333333335,20-30
1296,42154,No,2.Universidad,Soltero/a,35,20093.6074,1269.1365,0,0.4766714285714286,30-40
1297,150550,Si,3.Pos-graduacion,Soltero/a,46,49229.85,49229.85,0,0.327,40-50
1298,15055,No,2.Universidad,Soltero/a,53,5867.2346,400.1619,0,0.38972,50+
1299,60220,Si,2.Universidad,Soltero/a,27,50028.6683,0.0,1,0.830765,20-30
1300,45165,Si,2.Universidad,Soltero/a,37,25496.8469,1505.5,0,0.5645266666666667,30-40
1301,24088,No,3.Pos-graduacion,Soltero/a,23,17988.9184,767.805,0,0.7467999999999999,20-30
1302,48176,No,3.Pos-graduacion,Casado/a,40,170.7237,170.7237,0,0.00354375,30-40
1303,54198,Si,2.Universidad,Casado/a,44,241.7833,241.7833,0,0.004461111111111111,40-50
1304,81297,Si,3.Pos-graduacion,Casado/a,32,9322.056,9322.056,0,0.11466666666666667,30-40
1305,54198,Si,3.Pos-graduacion,Soltero/a,41,7466.3767,304.7132,0,0.1377611111111111,40-50
1306,36132,No,3.Pos-graduacion,Casado/a,54,117.429,117.429,0,0.00325,50+
1307,33121,Si,3.Pos-graduacion,Soltero/a,29,13844.578,602.2,0,0.418,20-30
1308,60220,Si,1.Colegio,Soltero/a,30,50201.1986,2411.5099,0,0.8336300000000001,20-30
1309,21077,Si,1.Colegio,Casado/a,23,826.8206,826.8206,0,0.03922857142857143,20-30
1310,15055,No,1.Colegio,Casado/a,32,10603.2365,610.0286,0,0.7043,30-40
1311,114418,Si,2.Universidad,Casado/a,39,24678.4571,24678.4571,0,0.21568684210526315,30-40
1312,6022,No,1.Colegio,Casado/a,38,5991.89,301.1,0,0.9950000000000001,30-40
1313,138506,No,3.Pos-graduacion,Soltero/a,32,118555.7162,4516.5,0,0.8559608695652173,30-40
1314,18066,No,1.Colegio,Soltero/a,24,18008.791,903.3,0,0.9968333333333333,20-30
1315,60220,Si,3.Pos-graduacion,Casado/a,35,4282.8464,4282.8464,0,0.07112,30-40
1316,15055,Si,2.Universidad,Soltero/a,37,4062.7423,0.0,1,0.26986,30-40
1317,6022,Si,3.Pos-graduacion,Soltero/a,22,5591.427,414.3136,0,0.9285,20-30
1318,87319,Si,2.Universidad,Casado/a,40,77355.601,3221.77,0,0.8858965517241378,30-40
1319,48176,Si,1.Colegio,Casado/a,51,43629.39,1987.26,0,0.905625,50+
1320,21077,Si,2.Universidad,Casado/a,31,14948.7117,552.2174,0,0.7092428571428572,30-40
1321,24088,Si,2.Universidad,Soltero/a,40,22845.3603,993.63,0,0.9484125,30-40
1322,6022,No,3.Pos-graduacion,Soltero/a,41,5533.0136,5533.0136,0,0.9188000000000001,40-50
1323,45165,No,3.Pos-graduacion,Soltero/a,30,330.6078,330.6078,0,0.00732,20-30
1324,78286,No,3.Pos-graduacion,Casado/a,43,602.2,602.2,0,0.007692307692307693,40-50
1325,93341,Si,3.Pos-graduacion,Soltero/a,30,88176.5328,4223.5297,0,0.9446709677419355,20-30
1326,45165,Si,3.Pos-graduacion,Soltero/a,33,29591.2047,1324.84,0,0.65518,30-40
1327,60220,Si,3.Pos-graduacion,Soltero/a,27,3361.1793,3361.1793,0,0.055815,20-30
1328,45165,No,1.Colegio,Soltero/a,45,30469.5134,1285.0948,0,0.6746266666666667,40-50
1329,66242,Si,2.Universidad,Casado/a,54,768.7083,768.7083,0,0.011604545454545454,50+
1330,162594,Si,3.Pos-graduacion,Soltero/a,34,268.5812,268.5812,0,0.001651851851851852,30-40
1331,84308,No,2.Universidad,Soltero/a,30,56818.7744,2420.2418,0,0.6739428571428572,20-30
1332,69253,No,2.Universidad,Soltero/a,32,13078.2785,623.8792,0,0.18884782608695652,30-40
1333,15055,No,3.Pos-graduacion,Casado/a,39,11079.8778,1149.2987,0,0.7359600000000001,30-40
1334,3011,No,2.Universidad,Soltero/a,35,2409.1011,0.0,1,0.8000999999999999,30-40
1335,150550,No,3.Pos-graduacion,Casado/a,46,121588.9976,4529.4473,0,0.807632,40-50
1336,126462,Si,2.Universidad,Soltero/a,35,5674.8317,5674.8317,0,0.044873809523809524,30-40
1337,15055,Si,2.Universidad,Soltero/a,23,4606.5289,621.1693,0,0.30598000000000003,20-30
1338,48176,Si,1.Colegio,Casado/a,41,14208.3068,662.42,0,0.294925,40-50
1339,12044,Si,2.Universidad,Casado/a,23,9956.7748,0.0,1,0.8267,20-30
1340,30110,Si,2.Universidad,Casado/a,31,28265.1603,1505.5,0,0.93873,30-40
1341,15055,Si,3.Pos-graduacion,Soltero/a,26,12655.8352,521.8063,0,0.8406399999999999,20-30
1342,39143,Si,1.Colegio,Soltero/a,32,35005.5849,6028.3231,0,0.8943000000000001,30-40
1343,9033,Si,2.Universidad,Soltero/a,22,8615.0732,602.2,0,0.9537333333333334,20-30
1344,42154,No,2.Universidad,Casado/a,34,129.473,129.473,0,0.0030714285714285717,30-40
1345,63231,Si,2.Universidad,Casado/a,32,46741.2585,2806.252,0,0.7392142857142858,30-40
1346,15055,No,2.Universidad,Casado/a,38,14197.7683,561.2504,0,0.94306,30-40
1347,93341,No,2.Universidad,Casado/a,29,13765.6898,6022.0,0,0.1474774193548387,20-30
1348,90330,Si,3.Pos-graduacion,Casado/a,31,334.221,334.221,0,0.0037,30-40
1349,9033,Si,2.Universidad,Soltero/a,47,5142.788,481.76,0,0.5693333333333332,40-50
1350,27099,Si,1.Colegio,Casado/a,40,24606.1931,1028.5576,0,0.9080111111111111,30-40
1351,45165,Si,2.Universidad,Casado/a,34,12895.8119,1204.4,0,0.2855266666666667,30-40
1352,27099,No,3.Pos-graduacion,Soltero/a,25,9431.9575,602.2,0,0.34805555555555556,20-30
1353,30110,Si,3.Pos-graduacion,Soltero/a,28,214.3832,214.3832,0,0.00712,20-30
1354,63231,No,3.Pos-graduacion,Soltero/a,31,49702.8781,2408.8,0,0.786052380952381,30-40
1355,51187,Si,2.Universidad,Casado/a,41,2920.0678,2920.0678,0,0.05704705882352941,40-50
1356,27099,Si,2.Universidad,Casado/a,32,25225.8569,0.0,1,0.9308777777777777,30-40
1357,15055,Si,3.Pos-graduacion,Soltero/a,26,11505.6332,602.2,0,0.76424,20-30
1358,45165,No,3.Pos-graduacion,Casado/a,30,10676.1027,10676.1027,0,0.23637999999999998,20-30
1359,24088,Si,3.Pos-graduacion,Soltero/a,30,395.3443,395.3443,0,0.0164125,20-30
1360,30110,No,2.Universidad,Soltero/a,30,27237.8071,6022.0,0,0.90461,20-30
1361,75275,No,2.Universidad,Soltero/a,31,4749.5514,452.8544,0,0.063096,30-40
1362,150550,Si,2.Universidad,Casado/a,42,22531.9152,12044.0,0,0.149664,40-50
1363,78286,No,2.Universidad,Soltero/a,32,28622.566,1327.851,0,0.3656153846153846,30-40
1364,15055,Si,2.Universidad,Casado/a,44,117.429,117.429,0,0.0078000000000000005,40-50
1365,9033,Si,2.Universidad,Soltero/a,22,8736.7176,624.7825,0,0.9672,20-30
1366,33121,Si,2.Universidad,Soltero/a,42,15357.6055,0.0,1,0.4636818181818182,40-50
1367,150550,No,3.Pos-graduacion,Casado/a,39,2835.7598,2835.7598,0,0.018836,30-40
1368,93341,Si,3.Pos-graduacion,Soltero/a,32,11500.5145,1204.4,0,0.12320967741935483,30-40
1369,174638,No,2.Universidad,Casado/a,37,26888.5311,1131.2327,0,0.15396724137931034,30-40
1370,102374,Si,3.Pos-graduacion,Casado/a,36,98180.8814,48309.6884,0,0.9590411764705882,30-40
1371,108396,Si,2.Universidad,Casado/a,42,1711.1513,1711.1513,0,0.015786111111111112,40-50
1372,87319,Si,3.Pos-graduacion,Soltero/a,29,2145.0364,2145.0364,0,0.02456551724137931,20-30
1373,9033,No,2.Universidad,Soltero/a,36,5964.4899,0.0,1,0.6603,30-40
1374,24088,Si,3.Pos-graduacion,Soltero/a,29,6992.7464,451.65,0,0.2903,20-30
1375,51187,Si,3.Pos-graduacion,Soltero/a,31,373.0629,373.0629,0,0.0072882352941176475,30-40
1376,30110,No,2.Universidad,Casado/a,42,17368.9535,903.3,0,0.57685,40-50
1377,72264,Si,3.Pos-graduacion,Soltero/a,29,8634.6447,1508.2099,0,0.11948750000000001,20-30
1378,72264,Si,2.Universidad,Soltero/a,26,53549.4306,2296.4897,0,0.741025,20-30
1379,66242,Si,2.Universidad,Soltero/a,35,9315.1307,604.0066,0,0.14062272727272726,30-40
1380,90330,No,3.Pos-graduacion,Soltero/a,32,79.4904,79.4904,0,0.0008799999999999999,30-40
1381,6022,No,2.Universidad,Soltero/a,33,3064.8969,602.2,0,0.50895,30-40
1382,108396,Si,3.Pos-graduacion,Soltero/a,30,43212.3665,1806.6,0,0.39865277777777774,20-30
1383,141517,Si,2.Universidad,Soltero/a,26,51280.0399,1866.82,0,0.36235957446808514,20-30
1384,21077,Si,2.Universidad,Soltero/a,22,8028.8315,602.2,0,0.38092857142857145,20-30
1385,36132,Si,3.Pos-graduacion,Soltero/a,26,3733.64,903.3,0,0.10333333333333333,20-30
1386,15055,No,2.Universidad,Soltero/a,35,5846.7598,451.65,0,0.38836,30-40
1387,141517,No,2.Universidad,Casado/a,49,48705.936,1987.26,0,0.34417021276595744,40-50
1388,39143,No,2.Universidad,Casado/a,49,6392.6541,903.3,0,0.1633153846153846,40-50
1389,6022,Si,3.Pos-graduacion,Soltero/a,24,212.8777,212.8777,0,0.03535,20-30
1390,78286,Si,3.Pos-graduacion,Soltero/a,36,734.0818,734.0818,0,0.009376923076923078,30-40
1391,6022,No,3.Pos-graduacion,Casado/a,39,199.3282,199.3282,0,0.033100000000000004,30-40
1392,90330,Si,3.Pos-graduacion,Soltero/a,28,50.5848,50.5848,0,0.0005600000000000001,20-30
1393,138506,Si,2.Universidad,Soltero/a,35,135509.1517,5302.371,0,0.9783630434782608,30-40
1394,108396,Si,2.Universidad,Soltero/a,27,73924.5665,3125.7191,0,0.6819861111111111,20-30
1395,87319,No,3.Pos-graduacion,Casado/a,40,28655.3859,1204.4,0,0.3281689655172414,30-40
1396,27099,No,3.Pos-graduacion,Casado/a,30,13723.2347,3613.2,0,0.5064111111111111,20-30
1397,36132,No,3.Pos-graduacion,Casado/a,45,6596.7999,412.2059,0,0.182575,40-50
1398,66242,No,2.Universidad,Soltero/a,30,56912.7176,2186.2871,0,0.8591636363636365,20-30
1399,66242,No,3.Pos-graduacion,Soltero/a,34,55819.1224,93.6421,0,0.8426545454545454,30-40
1400,96352,Si,2.Universidad,Soltero/a,31,30623.3755,1083.96,0,0.31782812499999996,30-40
1401,27099,No,2.Universidad,Soltero/a,39,6766.3192,903.3,0,0.24968888888888888,30-40
1402,54198,No,3.Pos-graduacion,Casado/a,50,20907.1796,1505.5,0,0.3857555555555556,40-50
1403,30110,No,3.Pos-graduacion,Casado/a,36,5662.4866,511.87,0,0.18806,30-40
1404,102374,No,2.Universidad,Casado/a,41,100214.8119,4549.621,0,0.9789088235294118,40-50
1405,72264,Si,2.Universidad,Casado/a,41,3400.6234,301.1,0,0.047058333333333334,40-50
1406,3011,No,2.Universidad,Soltero/a,41,2888.1512,348.3727,0,0.9591999999999999,40-50
1407,66242,Si,3.Pos-graduacion,Casado/a,42,752.75,0.0,1,0.011363636363636364,40-50
1408,66242,Si,3.Pos-graduacion,Casado/a,31,342.3507,342.3507,0,0.005168181818181818,30-40
1409,21077,Si,1.Colegio,Casado/a,57,19590.1682,788.882,0,0.9294571428571429,50+
1410,39143,Si,1.Colegio,Soltero/a,53,13753.3447,13753.3447,0,0.35136153846153845,50+
1411,42154,Si,2.Universidad,Casado/a,25,24617.0327,904.8055,0,0.5839785714285715,20-30
1412,6022,No,2.Universidad,Soltero/a,32,1458.2273,301.1,0,0.24215,30-40
1413,27099,No,2.Universidad,Casado/a,29,13091.828,933.41,0,0.4831111111111111,20-30
1414,51187,Si,1.Colegio,Casado/a,37,49486.6883,2408.8,0,0.9667823529411765,30-40
1415,21077,No,3.Pos-graduacion,Soltero/a,30,10281.3606,0.0,1,0.4878,20-30
1416,60220,No,3.Pos-graduacion,Casado/a,42,5741.0737,5741.0737,0,0.095335,40-50
1417,60220,No,2.Universidad,Casado/a,41,27982.4274,3011.0,0,0.46467,40-50
1418,30110,Si,3.Pos-graduacion,Soltero/a,27,26627.7785,1237.521,0,0.88435,20-30
1419,54198,No,2.Universidad,Soltero/a,31,9898.9636,1505.5,0,0.18264444444444441,30-40
